code_module,code_presentation,id_student,final_result,final_marks
AAA,2013J,228082,Pass,74.8
AAA,2013J,228222,Pass,60.7
AAA,2013J,229179,Pass,65.1
AAA,2013J,229361,Pass,77.5
AAA,2013J,231554,Pass,52.8
AAA,2013J,235507,Withdrawn,6.5
AAA,2013J,236284,Pass,75.5
AAA,2013J,238007,Pass,79.5
AAA,2013J,240712,Pass,74.2
AAA,2013J,240884,Pass,56.4
AAA,2013J,241649,Pass,78.8
AAA,2013J,241729,Fail,59.6
AAA,2013J,242793,Pass,79.2
AAA,2013J,246834,Pass,54.8
AAA,2013J,248270,Pass,78.9
AAA,2013J,255548,Pass,68.4
AAA,2013J,256815,Pass,77.7
AAA,2013J,258392,Pass,59.1
AAA,2013J,258894,Pass,64.4
AAA,2013J,260355,Withdrawn,17.5
AAA,2013J,262011,Pass,72.1
AAA,2013J,262934,Pass,76.0
AAA,2013J,268073,Fail,75.5
AAA,2013J,268733,Withdrawn,12.1
AAA,2013J,271251,Pass,76.9
AAA,2013J,277880,Withdrawn,33.6
AAA,2013J,279572,Distinction,79.6
AAA,2013J,281022,Pass,73.8
AAA,2013J,281250,Fail,54.3
AAA,2013J,281589,Fail,0.0
AAA,2013J,282821,Pass,58.8
AAA,2013J,286488,Pass,73.5
AAA,2013J,287548,Pass,67.9
AAA,2013J,290201,Pass,69.8
AAA,2013J,290757,Pass,74.5
AAA,2013J,291334,Distinction,82.9
AAA,2013J,292923,Withdrawn,0.0
AAA,2013J,293699,Pass,41.5
AAA,2013J,294570,Pass,78.7
AAA,2013J,294594,Pass,51.0
AAA,2013J,295741,Fail,51.9
AAA,2013J,296332,Distinction,84.3
AAA,2013J,298696,Pass,81.8
AAA,2013J,300398,Pass,78.3
AAA,2013J,302302,Fail,29.4
AAA,2013J,305152,Fail,6.4
AAA,2013J,305386,Pass,78.1
AAA,2013J,305539,Withdrawn,0.0
AAA,2013J,306107,Pass,54.9
AAA,2013J,306466,Pass,82.6
AAA,2013J,306897,Pass,60.9
AAA,2013J,307061,Pass,81.3
AAA,2013J,307866,Pass,43.3
AAA,2013J,311917,Pass,60.4
AAA,2013J,312537,Distinction,87.8
AAA,2013J,312782,Pass,58.5
AAA,2013J,318933,Pass,66.6
AAA,2013J,319047,Pass,78.6
AAA,2013J,321942,Pass,80.2
AAA,2013J,324002,Pass,80.2
AAA,2013J,324084,Pass,57.5
AAA,2013J,324282,Pass,64.6
AAA,2013J,331358,Withdrawn,8.4
AAA,2013J,332789,Pass,75.1
AAA,2013J,333059,Pass,62.6
AAA,2013J,333323,Pass,74.2
AAA,2013J,334259,Fail,15.5
AAA,2013J,334333,Withdrawn,3.6
AAA,2013J,335764,Withdrawn,43.2
AAA,2013J,336207,Pass,67.4
AAA,2013J,339972,Pass,47.8
AAA,2013J,341872,Fail,63.8
AAA,2013J,342007,Withdrawn,7.5
AAA,2013J,342514,Pass,78.4
AAA,2013J,342972,Pass,61.5
AAA,2013J,343446,Pass,79.6
AAA,2013J,344282,Fail,47.4
AAA,2013J,345068,Pass,79.5
AAA,2013J,345357,Distinction,82.0
AAA,2013J,346025,Pass,82.4
AAA,2013J,346843,Fail,0.0
AAA,2013J,350188,Pass,73.4
AAA,2013J,354858,Withdrawn,0.0
AAA,2013J,357668,Fail,29.3
AAA,2013J,364177,Fail,48.8
AAA,2013J,365244,Pass,55.6
AAA,2013J,365642,Pass,70.4
AAA,2013J,366483,Pass,77.0
AAA,2013J,368194,Pass,49.1
AAA,2013J,368824,Fail,53.7
AAA,2013J,368963,Pass,67.4
AAA,2013J,376439,Distinction,87.3
AAA,2013J,376581,Pass,73.0
AAA,2013J,380953,Pass,67.0
AAA,2013J,383254,Pass,76.3
AAA,2013J,386924,Pass,68.9
AAA,2013J,386952,Pass,68.8
AAA,2013J,388722,Pass,63.7
AAA,2013J,388885,Pass,61.9
AAA,2013J,390890,Withdrawn,34.3
AAA,2013J,392756,Fail,43.5
AAA,2013J,392931,Pass,69.1
AAA,2013J,393207,Pass,74.8
AAA,2013J,396872,Pass,61.1
AAA,2013J,398552,Fail,45.0
AAA,2013J,401869,Pass,67.0
AAA,2013J,402470,Pass,70.7
AAA,2013J,404804,Pass,41.6
AAA,2013J,405088,Pass,77.3
AAA,2013J,405961,Withdrawn,0.0
AAA,2013J,414117,Pass,76.0
AAA,2013J,415969,Withdrawn,29.1
AAA,2013J,420087,Fail,37.6
AAA,2013J,429958,Pass,58.3
AAA,2013J,441018,Pass,61.0
AAA,2013J,441888,Pass,70.0
AAA,2013J,442442,Withdrawn,12.3
AAA,2013J,444677,Distinction,86.9
AAA,2013J,470588,Withdrawn,8.6
AAA,2013J,489455,Pass,70.0
AAA,2013J,494424,Fail,0.0
AAA,2013J,495284,Pass,65.0
AAA,2013J,498857,Pass,72.6
AAA,2013J,508818,Pass,69.9
AAA,2013J,512460,Pass,73.2
AAA,2013J,544103,Pass,81.0
AAA,2013J,550383,Pass,73.0
AAA,2013J,564450,Fail,58.0
AAA,2013J,568601,Withdrawn,24.1
AAA,2013J,572652,Pass,73.7
AAA,2013J,580389,Pass,70.6
AAA,2013J,581129,Fail,16.0
AAA,2013J,588775,Pass,82.4
AAA,2013J,591774,Pass,73.4
AAA,2013J,603861,Withdrawn,64.0
AAA,2013J,606143,Fail,18.6
AAA,2013J,704156,Pass,66.3
AAA,2013J,705379,Distinction,80.7
AAA,2013J,721259,Withdrawn,0.0
AAA,2013J,749412,Pass,70.2
AAA,2013J,760729,Distinction,81.5
AAA,2013J,905042,Pass,78.0
AAA,2013J,949618,Pass,60.3
AAA,2013J,958987,Pass,77.2
AAA,2013J,968578,Pass,73.4
AAA,2013J,969076,Withdrawn,39.6
AAA,2013J,971027,Pass,67.2
AAA,2013J,978739,Pass,56.5
AAA,2013J,1035023,Pass,69.9
AAA,2013J,1105478,Pass,81.2
AAA,2013J,1352868,Withdrawn,19.6
AAA,2013J,1401935,Fail,9.5
AAA,2013J,1402638,Pass,75.0
AAA,2013J,1414443,Fail,17.8
AAA,2013J,1456619,Withdrawn,0.0
AAA,2013J,1465690,Pass,80.9
AAA,2013J,1472925,Fail,62.2
AAA,2013J,1488959,Pass,60.2
AAA,2013J,1518989,Pass,72.2
AAA,2013J,1618738,Pass,77.9
AAA,2013J,1620151,Fail,22.5
AAA,2013J,1626710,Distinction,84.9
AAA,2013J,1640609,Pass,85.3
AAA,2013J,1686521,Withdrawn,6.8
AAA,2013J,1729319,Pass,77.5
AAA,2013J,1746134,Pass,84.0
AAA,2013J,1758449,Withdrawn,17.9
AAA,2013J,1763015,Withdrawn,0.0
AAA,2013J,1765788,Pass,67.5
AAA,2013J,1801229,Pass,76.7
AAA,2013J,1801641,Pass,77.8
AAA,2013J,1847830,Pass,69.1
AAA,2013J,1860318,Pass,62.8
AAA,2013J,1889511,Pass,71.2
AAA,2013J,1889577,Pass,73.2
AAA,2013J,1894188,Pass,69.7
AAA,2013J,1938355,Pass,71.2
AAA,2013J,1942396,Pass,54.9
AAA,2013J,1970390,Withdrawn,83.8
AAA,2013J,1976139,Pass,50.3
AAA,2013J,2011876,Pass,75.6
AAA,2013J,2012966,Pass,79.1
AAA,2013J,2051699,Pass,67.3
AAA,2013J,2062879,Fail,62.1
AAA,2013J,2065691,Withdrawn,18.4
AAA,2013J,2073016,Withdrawn,30.2
AAA,2013J,2080474,Pass,67.2
AAA,2013J,2083877,Pass,68.1
AAA,2013J,2084066,Fail,41.3
AAA,2013J,2104505,Pass,64.1
AAA,2013J,2122180,Distinction,82.3
AAA,2013J,2139353,Withdrawn,33.1
AAA,2013J,2143752,Pass,52.9
AAA,2013J,2146792,Pass,70.0
AAA,2013J,2149225,Withdrawn,0.0
AAA,2013J,2153153,Pass,61.8
AAA,2013J,2155014,Pass,73.9
AAA,2013J,2164705,Fail,7.0
AAA,2013J,2171627,Pass,68.4
AAA,2013J,2182846,Pass,66.3
AAA,2013J,2194100,Pass,67.3
AAA,2013J,2197016,Pass,75.7
AAA,2013J,2208424,Pass,69.9
AAA,2013J,2229865,Pass,77.1
AAA,2013J,2255601,Withdrawn,14.7
AAA,2013J,2268379,Pass,83.6
AAA,2013J,2278464,Pass,48.9
AAA,2013J,2293923,Pass,60.5
AAA,2013J,2312620,Withdrawn,18.1
AAA,2013J,2318055,Withdrawn,0.0
AAA,2013J,2324976,Withdrawn,0.0
AAA,2013J,2329342,Pass,58.8
AAA,2013J,2339528,Distinction,80.5
AAA,2013J,2342426,Fail,74.2
AAA,2013J,2344901,Fail,34.5
AAA,2013J,2358056,Fail,69.8
AAA,2013J,2358969,Withdrawn,6.8
AAA,2013J,2364471,Pass,81.6
AAA,2013J,2365101,Withdrawn,0.0
AAA,2013J,2367155,Pass,75.7
AAA,2013J,2369266,Pass,51.2
AAA,2013J,2376496,Pass,75.5
AAA,2013J,2391984,Withdrawn,50.9
AAA,2013J,2411661,Fail,45.3
AAA,2013J,2411778,Withdrawn,24.3
AAA,2013J,2412002,Distinction,83.1
AAA,2013J,2412967,Pass,77.5
AAA,2013J,2429854,Withdrawn,5.1
AAA,2013J,2437837,Pass,74.9
AAA,2013J,2449878,Pass,60.5
AAA,2013J,2456480,Fail,10.8
AAA,2013J,2457256,Pass,70.5
AAA,2013J,2458355,Pass,91.0
AAA,2013J,2460080,Pass,77.1
AAA,2013J,2461190,Fail,16.2
AAA,2013J,2469673,Fail,40.1
AAA,2013J,2470694,Withdrawn,13.4
AAA,2013J,2479954,Pass,79.7
AAA,2013J,2481901,Pass,74.8
AAA,2013J,2482700,Pass,55.8
AAA,2013J,2486127,Pass,74.4
AAA,2013J,2498700,Pass,77.9
AAA,2013J,2516503,Pass,79.2
AAA,2013J,2518069,Pass,76.7
AAA,2013J,2521459,Pass,61.5
AAA,2013J,2523736,Pass,43.6
AAA,2013J,2529279,Pass,78.8
AAA,2013J,2532302,Pass,60.3
AAA,2013J,2536991,Distinction,83.4
AAA,2013J,2542724,Withdrawn,0.0
AAA,2013J,2550279,Pass,62.8
AAA,2013J,2551220,Pass,63.4
AAA,2013J,2552472,Withdrawn,15.2
AAA,2013J,2555340,Pass,79.2
AAA,2013J,2557283,Pass,81.6
AAA,2013J,2559575,Pass,73.1
AAA,2013J,2562034,Pass,65.4
AAA,2013J,2566163,Pass,70.9
AAA,2013J,2566592,Pass,71.8
AAA,2013J,2569324,Withdrawn,0.0
AAA,2013J,2574528,Pass,77.3
AAA,2013J,2574583,Pass,71.9
AAA,2013J,2576122,Withdrawn,6.4
AAA,2013J,2578995,Pass,80.1
AAA,2013J,2586560,Pass,72.8
AAA,2013J,2594139,Pass,73.5
AAA,2013J,2598871,Pass,74.0
AAA,2013J,2599352,Pass,75.7
AAA,2013J,2600688,Pass,70.1
AAA,2013J,2606098,Pass,72.2
AAA,2013J,2613116,Pass,79.8
AAA,2013J,2617002,Pass,65.2
AAA,2013J,2620584,Fail,0.0
AAA,2013J,2639449,Pass,42.1
AAA,2013J,2639540,Pass,79.9
AAA,2013J,2639641,Pass,66.5
AAA,2013J,2641155,Pass,79.2
AAA,2013J,2643002,Pass,48.8
AAA,2013J,2645733,Pass,81.2
AAA,2013J,2649826,Distinction,84.7
AAA,2013J,2650282,Pass,84.3
AAA,2013J,2664024,Pass,66.2
AAA,2013J,2666246,Pass,76.2
AAA,2013J,2669816,Fail,54.0
AAA,2013J,2671132,Pass,69.8
AAA,2013J,2676809,Fail,21.4
AAA,2013J,2678643,Pass,69.7
AAA,2013J,2685865,Pass,78.9
AAA,2013J,2688067,Pass,68.4
AAA,2013J,2689958,Distinction,81.2
AAA,2013J,2691206,Distinction,84.7
AAA,2013J,2691244,Pass,52.8
AAA,2013J,2694424,Pass,76.5
AAA,2013J,2698257,Pass,69.4
AAA,2014J,6516,Pass,63.5
AAA,2014J,24734,Pass,47.5
AAA,2014J,26192,Distinction,86.3
AAA,2014J,28061,Pass,77.4
AAA,2014J,31600,Pass,55.5
AAA,2014J,46844,Pass,66.5
AAA,2014J,52765,Pass,61.5
AAA,2014J,55104,Pass,71.3
AAA,2014J,58071,Pass,74.9
AAA,2014J,58316,Pass,72.9
AAA,2014J,62487,Pass,70.6
AAA,2014J,63165,Pass,52.1
AAA,2014J,65002,Fail,20.2
AAA,2014J,70011,Pass,81.3
AAA,2014J,75255,Pass,83.0
AAA,2014J,79403,Withdrawn,29.2
AAA,2014J,85092,Pass,46.4
AAA,2014J,85144,Pass,78.8
AAA,2014J,85302,Pass,71.0
AAA,2014J,87431,Withdrawn,25.0
AAA,2014J,94961,Pass,61.7
AAA,2014J,95755,Withdrawn,12.2
AAA,2014J,101116,Pass,82.9
AAA,2014J,107489,Pass,80.5
AAA,2014J,108872,Pass,60.9
AAA,2014J,109155,Pass,67.2
AAA,2014J,111512,Fail,0.0
AAA,2014J,117818,Pass,56.5
AAA,2014J,119902,Withdrawn,46.1
AAA,2014J,121349,Pass,77.3
AAA,2014J,124064,Distinction,87.6
AAA,2014J,125018,Pass,64.3
AAA,2014J,129955,Withdrawn,40.1
AAA,2014J,130034,Pass,77.6
AAA,2014J,130547,Pass,58.0
AAA,2014J,130636,Pass,59.7
AAA,2014J,131390,Pass,78.7
AAA,2014J,133816,Pass,66.0
AAA,2014J,133922,Pass,77.9
AAA,2014J,135335,Withdrawn,0.0
AAA,2014J,135400,Pass,48.4
AAA,2014J,135471,Distinction,84.2
AAA,2014J,139033,Fail,61.7
AAA,2014J,141377,Pass,47.0
AAA,2014J,141506,Fail,7.5
AAA,2014J,146503,Pass,61.9
AAA,2014J,147756,Pass,64.5
AAA,2014J,148993,Pass,84.0
AAA,2014J,149741,Pass,67.2
AAA,2014J,149962,Pass,68.9
AAA,2014J,151587,Withdrawn,32.9
AAA,2014J,152668,Withdrawn,7.1
AAA,2014J,155984,Pass,79.0
AAA,2014J,158707,Withdrawn,36.9
AAA,2014J,159954,Withdrawn,35.1
AAA,2014J,164944,Pass,62.7
AAA,2014J,165226,Fail,7.7
AAA,2014J,167961,Pass,76.3
AAA,2014J,174024,Pass,61.3
AAA,2014J,174094,Pass,76.0
AAA,2014J,174745,Pass,66.1
AAA,2014J,175447,Pass,70.0
AAA,2014J,175772,Withdrawn,8.5
AAA,2014J,183057,Pass,66.4
AAA,2014J,185350,Fail,57.5
AAA,2014J,188278,Pass,69.6
AAA,2014J,199636,Pass,73.8
AAA,2014J,199897,Pass,69.6
AAA,2014J,200804,Pass,64.1
AAA,2014J,205494,Pass,64.0
AAA,2014J,228021,Distinction,82.2
AAA,2014J,228383,Pass,70.1
AAA,2014J,232307,Pass,64.9
AAA,2014J,235068,Pass,59.6
AAA,2014J,235507,Pass,56.3
AAA,2014J,236875,Pass,46.7
AAA,2014J,237274,Pass,72.2
AAA,2014J,243510,Fail,42.5
AAA,2014J,244246,Pass,67.8
AAA,2014J,248581,Distinction,85.0
AAA,2014J,252073,Pass,47.0
AAA,2014J,254625,Distinction,82.4
AAA,2014J,258587,Distinction,81.1
AAA,2014J,260355,Withdrawn,0.0
AAA,2014J,260623,Pass,69.5
AAA,2014J,263251,Pass,74.0
AAA,2014J,263543,Pass,78.8
AAA,2014J,263952,Distinction,89.9
AAA,2014J,266524,Pass,54.9
AAA,2014J,268733,Fail,0.0
AAA,2014J,273346,Pass,82.1
AAA,2014J,274947,Withdrawn,49.9
AAA,2014J,275674,Withdrawn,22.0
AAA,2014J,275792,Pass,73.6
AAA,2014J,277123,Fail,44.2
AAA,2014J,277880,Withdrawn,33.6
AAA,2014J,281077,Pass,72.6
AAA,2014J,281636,Pass,83.1
AAA,2014J,285315,Pass,86.3
AAA,2014J,287040,Pass,73.1
AAA,2014J,287204,Pass,74.4
AAA,2014J,287210,Pass,72.9
AAA,2014J,288994,Fail,0.0
AAA,2014J,289449,Pass,74.8
AAA,2014J,290164,Pass,65.0
AAA,2014J,292525,Pass,84.6
AAA,2014J,292775,Pass,82.8
AAA,2014J,293824,Pass,58.7
AAA,2014J,294496,Pass,80.0
AAA,2014J,294655,Fail,77.9
AAA,2014J,295060,Fail,67.7
AAA,2014J,295075,Pass,63.7
AAA,2014J,296424,Pass,78.9
AAA,2014J,298034,Fail,72.4
AAA,2014J,298838,Pass,80.4
AAA,2014J,301967,Pass,53.5
AAA,2014J,302476,Distinction,85.7
AAA,2014J,303521,Pass,80.6
AAA,2014J,303985,Pass,76.9
AAA,2014J,304465,Pass,75.1
AAA,2014J,306646,Pass,52.7
AAA,2014J,309142,Pass,65.8
AAA,2014J,310412,Pass,77.1
AAA,2014J,311235,Pass,64.9
AAA,2014J,311659,Fail,0.0
AAA,2014J,313937,Pass,81.4
AAA,2014J,315076,Pass,67.3
AAA,2014J,315744,Distinction,82.9
AAA,2014J,323370,Pass,71.3
AAA,2014J,323805,Withdrawn,0.0
AAA,2014J,328024,Pass,50.9
AAA,2014J,328734,Withdrawn,0.0
AAA,2014J,329659,Fail,47.8
AAA,2014J,330594,Pass,58.8
AAA,2014J,331358,Distinction,85.0
AAA,2014J,332884,Pass,81.9
AAA,2014J,334441,Fail,40.2
AAA,2014J,335247,Pass,71.3
AAA,2014J,335764,Pass,87.6
AAA,2014J,337748,Withdrawn,4.4
AAA,2014J,338407,Pass,72.0
AAA,2014J,341876,Withdrawn,20.6
AAA,2014J,342007,Pass,83.9
AAA,2014J,345440,Pass,73.0
AAA,2014J,345519,Pass,76.7
AAA,2014J,346118,Pass,72.1
AAA,2014J,348275,Withdrawn,16.3
AAA,2014J,348807,Pass,75.7
AAA,2014J,350156,Pass,51.3
AAA,2014J,350939,Pass,69.4
AAA,2014J,351336,Pass,66.5
AAA,2014J,353665,Pass,63.9
AAA,2014J,354170,Fail,56.2
AAA,2014J,356170,Pass,58.6
AAA,2014J,358182,Pass,74.3
AAA,2014J,364957,Pass,61.1
AAA,2014J,369834,Withdrawn,73.6
AAA,2014J,371710,Pass,80.2
AAA,2014J,373872,Pass,65.0
AAA,2014J,375260,Pass,69.6
AAA,2014J,375646,Pass,75.2
AAA,2014J,377546,Distinction,83.4
AAA,2014J,381642,Withdrawn,79.6
AAA,2014J,382095,Pass,77.0
AAA,2014J,383180,Withdrawn,34.9
AAA,2014J,383600,Pass,78.8
AAA,2014J,383723,Pass,80.3
AAA,2014J,384203,Pass,76.3
AAA,2014J,384725,Pass,80.5
AAA,2014J,387533,Fail,15.2
AAA,2014J,387954,Withdrawn,0.0
AAA,2014J,388147,Fail,11.9
AAA,2014J,390890,Pass,68.2
AAA,2014J,391249,Distinction,81.6
AAA,2014J,396599,Fail,37.4
AAA,2014J,396655,Fail,42.3
AAA,2014J,398171,Pass,69.3
AAA,2014J,398349,Pass,78.6
AAA,2014J,400147,Pass,60.0
AAA,2014J,400682,Pass,52.1
AAA,2014J,401404,Pass,76.7
AAA,2014J,402204,Pass,72.0
AAA,2014J,402727,Pass,74.0
AAA,2014J,402961,Pass,67.9
AAA,2014J,404356,Pass,75.3
AAA,2014J,406671,Pass,77.7
AAA,2014J,406682,Distinction,83.8
AAA,2014J,409100,Pass,79.1
AAA,2014J,409703,Pass,64.1
AAA,2014J,410092,Pass,66.7
AAA,2014J,411971,Pass,72.7
AAA,2014J,415969,Fail,29.1
AAA,2014J,418731,Fail,39.5
AAA,2014J,421455,Pass,77.2
AAA,2014J,424577,Pass,57.2
AAA,2014J,429858,Distinction,82.9
AAA,2014J,431025,Fail,54.8
AAA,2014J,439305,Pass,70.5
AAA,2014J,440319,Withdrawn,33.3
AAA,2014J,442064,Pass,52.0
AAA,2014J,442132,Pass,67.5
AAA,2014J,446108,Pass,57.1
AAA,2014J,447481,Pass,55.5
AAA,2014J,468120,Fail,11.8
AAA,2014J,468694,Withdrawn,61.0
AAA,2014J,470588,Withdrawn,21.8
AAA,2014J,470982,Pass,62.1
AAA,2014J,476603,Distinction,84.2
AAA,2014J,481022,Fail,25.4
AAA,2014J,483800,Pass,71.0
AAA,2014J,484897,Pass,61.1
AAA,2014J,485962,Pass,80.9
AAA,2014J,488382,Withdrawn,0.0
AAA,2014J,488990,Pass,54.3
AAA,2014J,500113,Pass,76.4
AAA,2014J,503889,Pass,69.5
AAA,2014J,514526,Withdrawn,0.0
AAA,2014J,518808,Pass,74.1
AAA,2014J,522482,Withdrawn,7.5
AAA,2014J,527100,Distinction,91.6
AAA,2014J,527801,Fail,39.1
AAA,2014J,533068,Pass,60.4
AAA,2014J,537081,Fail,61.4
AAA,2014J,544253,Pass,73.1
AAA,2014J,548120,Pass,73.7
AAA,2014J,561467,Withdrawn,0.0
AAA,2014J,567922,Withdrawn,0.0
AAA,2014J,569505,Distinction,85.9
AAA,2014J,570317,Pass,75.4
AAA,2014J,574505,Pass,41.7
AAA,2014J,588477,Pass,75.0
AAA,2014J,593846,Withdrawn,64.5
AAA,2014J,593987,Fail,72.5
AAA,2014J,596288,Pass,76.7
AAA,2014J,598070,Withdrawn,0.0
AAA,2014J,603834,Pass,61.4
AAA,2014J,603861,Withdrawn,64.0
AAA,2014J,608440,Withdrawn,0.0
AAA,2014J,623710,Withdrawn,0.0
AAA,2014J,623840,Pass,79.5
AAA,2014J,626240,Pass,56.3
AAA,2014J,628088,Withdrawn,8.0
AAA,2014J,628312,Withdrawn,0.0
AAA,2014J,630142,Withdrawn,25.0
AAA,2014J,637665,Pass,49.8
AAA,2014J,639053,Pass,65.9
AAA,2014J,642878,Withdrawn,12.4
AAA,2014J,648130,Withdrawn,53.5
AAA,2014J,676546,Withdrawn,51.5
AAA,2014J,677186,Pass,57.3
AAA,2014J,677281,Fail,0.0
AAA,2014J,684180,Pass,62.7
AAA,2014J,687698,Pass,54.3
AAA,2014J,696073,Pass,74.7
AAA,2014J,696578,Withdrawn,38.5
AAA,2014J,721259,Withdrawn,6.5
AAA,2014J,852847,Fail,9.6
AAA,2014J,998493,Pass,67.6
AAA,2014J,1045203,Pass,79.4
AAA,2014J,1112555,Pass,66.6
AAA,2014J,1183831,Withdrawn,35.2
AAA,2014J,1268696,Pass,61.2
AAA,2014J,1336190,Pass,0.0
AAA,2014J,1352868,Pass,67.2
AAA,2014J,1398979,Withdrawn,50.6
AAA,2014J,1456619,Withdrawn,6.3
AAA,2014J,1469279,Withdrawn,0.0
AAA,2014J,1471214,Pass,71.4
AAA,2014J,1472925,Pass,63.0
AAA,2014J,1484804,Pass,66.8
AAA,2014J,1511033,Pass,75.3
AAA,2014J,1576513,Distinction,86.9
AAA,2014J,1609002,Pass,79.8
AAA,2014J,1629771,Distinction,79.5
AAA,2014J,1676594,Withdrawn,0.0
AAA,2014J,1686551,Withdrawn,8.0
AAA,2014J,1689639,Withdrawn,21.9
AAA,2014J,1715896,Pass,77.8
AAA,2014J,1721270,Pass,57.5
AAA,2014J,1757766,Pass,70.9
AAA,2014J,1773377,Pass,74.4
AAA,2014J,1799111,Pass,77.6
AAA,2014J,1818673,Fail,8.6
AAA,2014J,1839386,Withdrawn,4.0
AAA,2014J,1926668,Pass,61.4
AAA,2014J,1947156,Pass,77.7
AAA,2014J,1967783,Pass,64.2
AAA,2014J,1970390,Pass,83.8
AAA,2014J,1975209,Pass,65.2
AAA,2014J,2010232,Pass,83.8
AAA,2014J,2045084,Fail,7.2
AAA,2014J,2057803,Pass,63.5
AAA,2014J,2073016,Fail,45.2
AAA,2014J,2085209,Pass,87.5
AAA,2014J,2086400,Pass,70.1
AAA,2014J,2139353,Pass,66.9
AAA,2014J,2148681,Pass,72.5
AAA,2014J,2158048,Withdrawn,8.6
AAA,2014J,2158196,Withdrawn,17.2
AAA,2014J,2165164,Pass,62.2
AAA,2014J,2168833,Withdrawn,2.4
AAA,2014J,2207874,Fail,26.2
AAA,2014J,2240349,Pass,77.2
AAA,2014J,2244332,Distinction,85.5
AAA,2014J,2273119,Withdrawn,18.0
AAA,2014J,2277857,Pass,64.9
AAA,2014J,2297896,Pass,64.0
AAA,2014J,2313257,Withdrawn,0.0
AAA,2014J,2318055,Pass,76.0
AAA,2014J,2330254,Pass,70.9
AAA,2014J,2355470,Pass,53.2
AAA,2014J,2358969,Pass,70.3
AAA,2014J,2363863,Distinction,80.8
AAA,2014J,2365101,Withdrawn,0.0
AAA,2014J,2369415,Pass,55.3
AAA,2014J,2375975,Pass,71.7
AAA,2014J,2397661,Pass,49.9
AAA,2014J,2398313,Pass,71.2
AAA,2014J,2404408,Fail,14.2
